TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Sunny Sunflower Wreath with Inspirational ""LIFE"" Quote Sign","Bring warmth and inspiration to your home with this beautiful artificial sunflower wreath! Features a prominent ""LIFE"" sign with an uplifting quote (""Dance like nobody's watching, love like you've never been hurt, sing like nobody's listening, and live like it's heaven on earth.""). Adorned with vibrant yellow sunflowers and lush green foliage on a natural twig base. Perfect for a front door, entryway, or a special wall in your living space. Excellent condition.",75,USD,1,"rustic,floral,arrangement,decor,doorhanger,summer,bonnielassflorals","silk flowers,silk greens,plastic stems,grapevine,hot glue,wooden stakes,metal wire",https://i.etsystatic.com/57756784/r/il/8e3ad2/6936629913/il_fullxfull.6936629913_m4dj.jpg,https://i.etsystatic.com/57756784/r/il/8144c3/6832271024/il_fullxfull.6832271024_b5kd.jpg,,,,,,,,,,,,,,,
"Pink Rose And Lavender Arrangement In Metal Container","A pretty traditional floral arrangement in an oval, galvanized metal container. The arrangement primarily features artificial light pink roses with slightly darker pink centers. The roses are interspersed with sprigs and artificial lavender, adding a touch of purple to the composition.

Green artificial leaves, some with white variegated edges, fill out the base of the arrangement, spilling slightly over the edge.",40,USD,1,"floral_arrangement,artificial,silk_flowers,home_decor,galvanized_metal,pot,traditional,rustic,bonnielassflorals","silk flowers,silk greenery,galvanized metal,wood stakes,floral tape,hot glue",https://i.etsystatic.com/57756784/r/il/ea4652/6936401577/il_fullxfull.6936401577_sfrp.jpg,https://i.etsystatic.com/57756784/r/il/6e4e19/6888439622/il_fullxfull.6888439622_h8wl.jpg,https://i.etsystatic.com/57756784/r/il/81d1f4/6936404805/il_fullxfull.6936404805_ooeh.jpg,,,,,,,,,,,,,,
"Lilac-colored pedastal vase arrangement","Lilac vase adorned with a nice purple bow with purple wisteria and white flower arrangement, green ivy and lily stems.",45,USD,1,"purple,floral,white,arrangement,ceramic,spring,lilac,traditional,home_decor,urn,bonnielassflorals","ceramic,plastic flowers,fabric flowers,plastic leaves,fabric leaves",https://i.etsystatic.com/57756784/r/il/acd94b/6832290620/il_fullxfull.6832290620_7tqn.jpg,https://i.etsystatic.com/57756784/r/il/d21e6f/6832301236/il_fullxfull.6832301236_3nol.jpg,https://i.etsystatic.com/57756784/r/il/2fb70c/6832362602/il_fullxfull.6832362602_jneo.jpg,,,,,,,,,,,,,,
"Metal Wall Floral Arrangement In Elegant Container","One-sided arrangement in a dark bronze metal container. Holding bright sunflowers, red and yellow tulips, orchids, and Ivy.",45,USD,1,"floral,arrangement,spring,elegant,beautiful,bonnielassflorals","silk flowers,metal,silk greens,wooden stakes,floral foam,floral tape,hot glue",https://i.etsystatic.com/57756784/r/il/4d6b5d/6936567255/il_fullxfull.6936567255_hru9.jpg,https://i.etsystatic.com/57756784/r/il/1d55e0/6888593364/il_fullxfull.6888593364_l31q.jpg,https://i.etsystatic.com/57756784/r/il/115844/6936567253/il_fullxfull.6936567253_du0p.jpg,https://i.etsystatic.com/57756784/r/il/3eef26/6833550560/il_fullxfull.6833550560_iv0m.jpg,https://i.etsystatic.com/57756784/r/il/9fcf56/6833546560/il_fullxfull.6833546560_9k4o.jpg,https://i.etsystatic.com/57756784/r/il/75de00/6833549750/il_fullxfull.6833549750_tayt.jpg,,,,,,,,,,,
"Red Rooster ceramic pitcher floral arrangement","Really cute red rooster ceramic pitcher. Arrangement has sunflowers, red cosmos flowers, and yellow lark spur. The greenery is fern and ficus.",75,USD,1,"ceramic,potted,floral,spring,red,rooster,decorative,decor,bonnielassflorals","silk flowers,silk foliage,ceramics,floral tape,hot glue",https://i.etsystatic.com/57756784/r/il/255e54/6936742611/il_fullxfull.6936742611_91rk.jpg,https://i.etsystatic.com/57756784/r/il/dda581/6936693551/il_fullxfull.6936693551_dg95.jpg,https://i.etsystatic.com/57756784/r/il/dd3aa4/6888721046/il_fullxfull.6888721046_7mmu.jpg,,,,,,,,,,,,,,
"Cute ceramic bucket with flowers and rabbits and an elegant floral arrangement.","Cute ceramic bucket with flowers and rabbits. The arrangement has pink and white roses with purple grape hyacinths.",35,USD,1,"ceramic,floral,arrangement,spring,bunnies,cute,elegant,bonnielassflorals","silk flowers,silk foliage,ceramics",https://i.etsystatic.com/57756784/r/il/cebf83/6888495826/il_fullxfull.6888495826_soxc.jpg,https://i.etsystatic.com/57756784/r/il/185d98/6787658120/il_fullxfull.6787658120_f0z4.jpg,,,,,,,,,,,,,,,
"Beautiful Rose Arrangement In Angel Pot","Beautiful multicolored rose and white arrangement. Stuffed full with flowers and greenery. The ceramic vase is light green with gold embossed cherubs. Reminds me of Victorian times.",85,USD,1,"spring,victorian,cherubs,beautiful,floral,arrangement,bonnielassflorals","silk flowers,silk and plastic foliage,ceramics",https://i.etsystatic.com/57756784/r/il/51a1f7/6886938356/il_fullxfull.6886938356_l76u.jpg,https://i.etsystatic.com/57756784/r/il/4f06ec/6787615590/il_fullxfull.6787615590_2pkk.jpg,https://i.etsystatic.com/57756784/r/il/582be8/6787615592/il_fullxfull.6787615592_jm4j.jpg,https://i.etsystatic.com/57756784/r/il/f5a64a/6835624049/il_fullxfull.6835624049_4omu.jpg,https://i.etsystatic.com/57756784/r/il/08d945/6835624051/il_fullxfull.6835624051_i9ug.jpg,,,,,,,,,,,,
"Darling Little Victorian Boot Floral Arrangement","Darling little Victorian ceramic boot. The cuff is filled with colorful multicolored flowers the arrangement is purple with many roses and aqua berries.",55,USD,1,"boot,floral,arrangement,stylish,Victorian,bonnielassflorals","silk flowers,ceramics,silk greenery",https://i.etsystatic.com/57756784/r/il/41bd9a/6936861663/il_fullxfull.6936861663_odm2.jpg,https://i.etsystatic.com/57756784/r/il/4015ac/6888634140/il_fullxfull.6888634140_t160.jpg,https://i.etsystatic.com/57756784/r/il/4bd6af/6888634132/il_fullxfull.6888634132_kxwm.jpg,,,,,,,,,,,,,,
"Unique potted floral arrangement with bright pink magnolia flowers and simple greenery","Exotic arrangement with bright pink magnolia flowers put in a low ceramic dish featuring a curly bush with a hummingbird.",45,USD,1,"ceramic,potted,arrangement,floral,spring,beautiful,decorative,bonnielassflorals","silk flowers,ceramics,silk greenery",https://i.etsystatic.com/57756784/r/il/2227c6/6888653912/il_fullxfull.6888653912_bu1d.jpg,https://i.etsystatic.com/57756784/r/il/445625/6888653888/il_fullxfull.6888653888_2mw5.jpg,https://i.etsystatic.com/57756784/r/il/d78695/6882741275/il_fullxfull.6882741275_30rv.jpg,,,,,,,,,,,,,,
"Yellow Ceramic Potted Arrangement With Blue Flowers","This is a floral arrangement in a yellow pedestal ceramic Pot featuring dark blue pansies, yellow Craspedia (Billy Buttons), and a decorative bird with added foliage.",45,USD,1,"floral,potted,arrangement,spring,decorative,beautiful,medium,bonnielassflorals","ceramic,silk flowers,Styrofoam",https://i.etsystatic.com/57756784/r/il/fde255/6936612571/il_fullxfull.6936612571_ghka.jpg,https://i.etsystatic.com/57756784/r/il/211151/6888641080/il_fullxfull.6888641080_ch7l.jpg,https://i.etsystatic.com/57756784/r/il/11303c/6888645424/il_fullxfull.6888645424_nmsy.jpg,https://i.etsystatic.com/57756784/r/il/dfacd9/6787176486/il_fullxfull.6787176486_qjjc.jpg,,,,,,,,,,,,,
"Large blue and white arrangement in metal container","Large blue and white flower arrangement in a metal container. Containing blue peonies, white daisies, green ivy, and white orchids.",85,USD,1,"floral,arrangement,spring,metal_container,potted,bonnielassflorals","silk flowers,silk ferns,metal container",https://i.etsystatic.com/57756784/r/il/975d14/6936638069/il_fullxfull.6936638069_kabu.jpg,https://i.etsystatic.com/57756784/r/il/398702/6936638059/il_fullxfull.6936638059_h39t.jpg,https://i.etsystatic.com/57756784/r/il/5fa890/6936638033/il_fullxfull.6936638033_iupx.jpg,,,,,,,,,,,,,,
"Beautiful stargazer lily arrangement","Beautiful  stargazer lily arrangement with greenery and a metal footed vase.",70,USD,1,"silk,floral,arrangement,stargazer,spring,bonnielassflorals","silk flowers,greens,stargazer",https://i.etsystatic.com/57756784/r/il/f900c4/6888666726/il_fullxfull.6888666726_fzez.jpg,https://i.etsystatic.com/57756784/r/il/334060/6936644323/il_fullxfull.6936644323_i0rp.jpg,,,,,,,,,,,,,,,
"Beautiful ceramic vintage women's floral boot vase with blue and white flowers","Decorative blue accented ceramic boot with blue medium sized flowers, blue berry-like flowers, white smaller packed flowers with added fern greens and large leaf greens.",55,USD,1,"boot,ceramic,floral,arrangement,blue,white,spring,bonnielassflorals","silk flowers,ceramic boot,silk foliage",https://i.etsystatic.com/57756784/r/il/8f52e8/6888674312/il_fullxfull.6888674312_oq7k.jpg,https://i.etsystatic.com/57756784/r/il/125c98/6936648797/il_fullxfull.6936648797_9570.jpg,,,,,,,,,,,,,,,
